id,prog_agriculture,prog_resources,prog_architecture,prog_ethnic_cultural_gender,prog_communication,prog_communications_technology,prog_computer,prog_personal_culinary,prog_education,prog_engineering,prog_engineering_technology,prog_language,prog_family_consumer_science,prog_legal,prog_english,prog_humanities,prog_library,prog_biological,prog_mathematics,prog_military,prog_multidiscipline,prog_parks_recreation_fitness,prog_philosophy_religious,prog_theology_religious_vocation,prog_physical_science,prog_science_technology,prog_psychology,prog_security_law_enforcement,prog_public_administration_social_service,prog_social_science,prog_construction,prog_mechanic_repair_technology,prog_precision_production,prog_transportation,prog_visual_performing,prog_health,prog_business_marketing,prog_history,programs_offered,top_programs
147679,0.0,0.0026,0.0,0.0,0.0332,0.0,0.0,0.0,0.051,0.0357,0.0,0.0026,0.0,0.0,0.0128,0.0,0.0,0.0893,0.0204,0.0,0.0077,0.0638,0.0051,0.0128,0.0077,0.0,0.0867,0.0434,0.0,0.023,0.0,0.0,0.0,0.0,0.0332,0.2066,0.2577,0.0051,"Biological Sciences, Business & Marketing, Communication, Education, Engineering, English, Foreign Languages, Health Professions, History, Mathematics & Statistics, Multidisciplinary Studies, Natural Resources, Parks, Recreation & Fitness, Philosophy & Religious Studies, Physical Sciences, Psychology, Security & Law Enforcement, Social Sciences, Theology, Visual & Performing Arts","Business & Marketing (26%), Health Professions (21%), Biological Sciences (9%)"
147697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147703,0.0,0.0139,0.0,0.0012,0.0414,0.0,0.0418,0.0,0.0906,0.0651,0.0217,0.0108,0.031,0.0,0.0174,0.0376,0.0,0.0256,0.0139,0.0,0.0,0.0325,0.0027,0.0,0.0163,0.0,0.0809,0.0,0.0046,0.0534,0.0,0.0,0.0,0.0,0.0527,0.1553,0.177,0.0124,"Biological Sciences, Business & Marketing, Communication, Computer Science, Education, Engineering, Engineering Technology, English, Ethnic/Cultural/Gender Studies, Family & Consumer Science, Foreign Languages, Health Professions, History, Liberal Arts/Humanities, Mathematics & Statistics, Natural Resources, Parks, Recreation & Fitness, Philosophy & Religious Studies, Physical Sciences, Psychology, Public Administration, Social Sciences, Visual & Performing Arts","Business & Marketing (18%), Health Professions (16%), Education (9%)"
147767,0.0,0.0085,0.0,0.0051,0.1402,0.0,0.0818,0.0,0.0021,0.136,0.0,0.0098,0.0081,0.003,0.0102,0.003,0.0,0.0946,0.035,0.0,0.0064,0.0,0.0102,0.0,0.0162,0.0,0.0648,0.0,0.0494,0.1701,0.0,0.0,0.0,0.0,0.072,0.0183,0.0465,0.0085,"Biological Sciences, Business & Marketing, Communication, Computer Science, Education, Engineering, English, Ethnic/Cultural/Gender Studies, Family & Consumer Science, Foreign Languages, Health Professions, History, Legal Studies, Liberal Arts/Humanities, Mathematics & Statistics, Multidisciplinary Studies, Natural Resources, Philosophy & Religious Studies, Physical Sciences, Psychology, Public Administration, Social Sciences, Visual & Performing Arts","Social Sciences (17%), Communication (14%), Engineering (14%)"
147776,0.0,0.0067,0.0,0.0038,0.0334,0.0,0.0982,0.0,0.1363,0.0,0.0,0.0086,0.0,0.0,0.02,0.0829,0.0,0.0591,0.0067,0.0,0.0,0.0,0.001,0.0,0.0114,0.0,0.0848,0.0315,0.0944,0.04,0.0,0.0,0.0,0.0,0.0362,0.0048,0.225,0.0153,"Biological Sciences, Business & Marketing, Communication, Computer Science, Education, English, Ethnic/Cultural/Gender Studies, Foreign Languages, Health Professions, History, Liberal Arts/Humanities, Mathematics & Statistics, Natural Resources, Philosophy & Religious Studies, Physical Sciences, Psychology, Public Administration, Security & Law Enforcement, Social Sciences, Visual & Performing Arts","Business & Marketing (22%), Education (14%), Computer Science (10%)"
147800,0.0,0.0,0.0,0.0,0.0,0.0,0.0285,0.0,0.0,0.0071,0.0266,0.0,0.02,0.0033,0.0,0.4895,0.0,0.0,0.0,0.0,0.0233,0.0,0.0,0.0,0.0,0.0,0.0,0.0219,0.0005,0.0,0.0014,0.0456,0.0,0.0,0.0033,0.2733,0.0556,0.0,"Business & Marketing, Computer Science, Construction Trades, Engineering, Engineering Technology, Family & Consumer Science, Health Professions, Legal Studies, Liberal Arts/Humanities, Mechanic & Repair, Multidisciplinary Studies, Public Administration, Security & Law Enforcement, Visual & Performing Arts","Liberal Arts/Humanities (49%), Health Professions (27%), Business & Marketing (6%)"
147819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Culinary/Personal Services,Culinary/Personal Services (100%)
147828,0.0,0.0101,0.0,0.0,0.0556,0.0,0.0337,0.0,0.1027,0.0522,0.0,0.0034,0.0135,0.0,0.0067,0.0185,0.0,0.0589,0.0017,0.0,0.0084,0.0572,0.0017,0.0404,0.0101,0.0,0.069,0.0623,0.037,0.0236,0.0,0.0,0.0,0.0,0.0421,0.1532,0.133,0.0051,"Biological Sciences, Business & Marketing, Communication, Computer Science, Education, Engineering, English, Family & Consumer Science, Foreign Languages, Health Professions, History, Liberal Arts/Humanities, Mathematics & Statistics, Multidisciplinary Studies, Natural Resources, Parks, Recreation & Fitness, Philosophy & Religious Studies, Physical Sciences, Psychology, Public Administration, Security & Law Enforcement, Social Sciences, Theology, Visual & Performing Arts","Health Professions (15%), Business & Marketing (13%), Education (10%)"
147916,0.0606,0.0,0.0,0.0,0.0132,0.0007,0.0705,0.0,0.0007,0.0059,0.0198,0.0,0.0013,0.0,0.0,0.2721,0.0,0.0,0.0,0.0,0.0764,0.0086,0.0,0.0,0.0,0.0,0.0,0.0086,0.0,0.0,0.002,0.056,0.0119,0.0534,0.0125,0.2701,0.056,0.0,"Agriculture, Business & Marketing, Communication, Communications Technology, Computer Science, Construction Trades, Education, Engineering, Engineering Technology, Family & Consumer Science, Health Professions, Liberal Arts/Humanities, Mechanic & Repair, Multidisciplinary Studies, Parks, Recreation & Fitness, Precision Production, Security & Law Enforcement, Transportation, Visual & Performing Arts","Liberal Arts/Humanities (27%), Health Professions (27%), Multidisciplinary Studies (8%)"
148007,0.0,0.0,0.0,0.0,0.0,0.0027,0.0741,0.0,0.0,0.0,0.0206,0.0,0.0096,0.0,0.0,0.2716,0.0,0.0,0.0,0.0,0.0247,0.0027,0.0,0.0,0.0,0.0,0.0,0.0384,0.0,0.0,0.0192,0.0864,0.0123,0.0,0.0069,0.4074,0.0233,0.0,"Business & Marketing, Communications Technology, Computer Science, Construction Trades, Engineering Technology, Family & Consumer Science, Health Professions, Liberal Arts/Humanities, Mechanic & Repair, Multidisciplinary Studies, Parks, Recreation & Fitness, Precision Production, Security & Law Enforcement, Visual & Performing Arts","Health Professions (41%), Liberal Arts/Humanities (27%), Mechanic & Repair (9%)"
148016,0.0,0.0563,0.0,0.0,0.0845,0.0,0.0423,0.0,0.2113,0.0423,0.0,0.0,0.0,0.0,0.0282,0.0,0.0,0.0563,0.0282,0.0,0.0986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0986,0.0,0.0,0.0,0.0,0.1127,0.0,0.0845,0.0563,"Biological Sciences, Business & Marketing, Communication, Computer Science, Education, Engineering, English, History, Mathematics & Statistics, Multidisciplinary Studies, Natural Resources, Social Sciences, Visual & Performing Arts","Education (21%), Visual & Performing Arts (11%), Multidisciplinary Studies (10%)"
148098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Culinary/Personal Services,Culinary/Personal Services (100%)
148131,0.0,0.0,0.0,0.0,0.0202,0.0,0.0101,0.0,0.1061,0.0,0.0,0.0,0.0,0.0,0.0101,0.0101,0.0,0.0808,0.0051,0.0,0.0101,0.0758,0.0101,0.0,0.0152,0.0,0.0303,0.0657,0.0253,0.0455,0.0,0.0,0.0,0.0354,0.0152,0.1818,0.2222,0.0253,"Biological Sciences, Business & Marketing, Communication, Computer Science, Education, English, Health Professions, History, Liberal Arts/Humanities, Mathematics & Statistics, Multidisciplinary Studies, Parks, Recreation & Fitness, Philosophy & Religious Studies, Physical Sciences, Psychology, Public Administration, Security & Law Enforcement, Social Sciences, Transportation, Visual & Performing Arts","Business & Marketing (22%), Health Professions (18%), Education (11%)"
148256,0.0592,0.0,0.0,0.0,0.0,0.0,0.0204,0.0388,0.0,0.0046,0.027,0.0,0.0434,0.0,0.0,0.2001,0.0,0.0,0.0,0.0,0.0955,0.0,0.0,0.0,0.0,0.0,0.0,0.0125,0.0,0.0,0.0,0.1534,0.106,0.0184,0.0165,0.1896,0.0145,0.0,"Agriculture, Business & Marketing, Computer Science, Culinary/Personal Services, Engineering, Engineering Technology, Family & Consumer Science, Health Professions, Liberal Arts/Humanities, Mechanic & Repair, Multidisciplinary Studies, Precision Production, Security & Law Enforcement, Transportation, Visual & Performing Arts","Liberal Arts/Humanities (20%), Health Professions (19%), Mechanic & Repair (15%)"
148292,0.0013,0.0,0.0,0.0,0.0,0.0,0.0202,0.058,0.0,0.0013,0.0252,0.0063,0.0113,0.0,0.0,0.2573,0.0,0.0,0.0,0.0,0.0668,0.0,0.0,0.0,0.0,0.0,0.0,0.0101,0.0,0.0,0.0,0.1211,0.0214,0.0479,0.0,0.3064,0.0454,0.0,"Agriculture, Business & Marketing, Computer Science, Culinary/Personal Services, Engineering, Engineering Technology, Family & Consumer Science, Foreign Languages, Health Professions, Liberal Arts/Humanities, Mechanic & Repair, Multidisciplinary Studies, Precision Production, Security & Law Enforcement, Transportation","Health Professions (31%), Liberal Arts/Humanities (26%), Mechanic & Repair (12%)"
148380,0.0,0.0,0.0,0.0,0.0029,0.0066,0.0279,0.0,0.0,0.0352,0.0095,0.0,0.0051,0.0,0.0,0.3734,0.0,0.0,0.0,0.0,0.1064,0.0037,0.0,0.0,0.0,0.0,0.0,0.0132,0.0,0.0,0.0161,0.1269,0.044,0.0,0.0,0.215,0.0139,0.0,"Business & Marketing, Communication, Communications Technology, Computer Science, Construction Trades, Engineering, Engineering Technology, Family & Consumer Science, Health Professions, Liberal Arts/Humanities, Mechanic & Repair, Multidisciplinary Studies, Parks, Recreation & Fitness, Precision Production, Security & Law Enforcement","Liberal Arts/Humanities (37%), Health Professions (22%), Mechanic & Repair (13%)"
148405,0.0,0.0,0.0,0.0,0.0,0.0,0.0588,0.0,0.1373,0.0,0.0,0.0098,0.0392,0.0,0.0147,0.0,0.0,0.0588,0.0049,0.0,0.0,0.0784,0.0,0.0,0.0,0.0,0.0294,0.0,0.0,0.0735,0.0,0.0,0.0,0.0,0.0441,0.25,0.1814,0.0196,"Biological Sciences, Business & Marketing, Computer Science, Education, English, Family & Consumer Science, Foreign Languages, Health Professions, History, Mathematics & Statistics, Parks, Recreation & Fitness, Psychology, Social Sciences, Visual & Performing Arts","Health Professions (25%), Business & Marketing (18%), Education (14%)"
148487,0.0,0.0,0.0,0.0,0.0033,0.0,0.0442,0.0016,0.1178,0.0,0.0,0.0,0.0,0.0213,0.0082,0.0,0.0,0.0556,0.0082,0.0,0.0065,0.0016,0.0033,0.0,0.0,0.0,0.0949,0.054,0.0,0.0393,0.0,0.0,0.0,0.0,0.1375,0.1244,0.2717,0.0065,"Biological Sciences, Business & Marketing, Communication, Computer Science, Culinary/Personal Services, Education, English, Health Professions, History, Legal Studies, Mathematics & Statistics, Multidisciplinary Studies, Parks, Recreation & Fitness, Philosophy & Religious Studies, Psychology, Security & Law Enforcement, Social Sciences, Visual & Performing Arts","Business & Marketing (27%), Visual & Performing Arts (14%), Health Professions (12%)"
148496,0.0,0.0,0.0,0.0024,0.0217,0.0,0.0482,0.0024,0.0482,0.0,0.0,0.012,0.0,0.0169,0.0217,0.0,0.0,0.1036,0.012,0.0,0.1301,0.0,0.0024,0.0048,0.0072,0.0,0.0867,0.0,0.0024,0.0819,0.0,0.0,0.0,0.0,0.0289,0.1229,0.2217,0.0217,"Biological Sciences, Business & Marketing, Communication, Computer Science, Culinary/Personal Services, Education, English, Ethnic/Cultural/Gender Studies, Foreign Languages, Health Professions, History, Legal Studies, Mathematics & Statistics, Multidisciplinary Studies, Philosophy & Religious Studies, Physical Sciences, Psychology, Public Administration, Social Sciences, Theology, Visual & Performing Arts","Business & Marketing (22%), Multidisciplinary Studies (13%), Health Professions (12%)"
148511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Health Professions,Health Professions (100%)
148575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Health Professions,Health Professions (100%)
148584,0.0,0.0,0.0,0.0,0.0173,0.0,0.0108,0.0,0.0497,0.0,0.0,0.0,0.0259,0.0,0.013,0.0043,0.0,0.0648,0.0086,0.0,0.0,0.0108,0.0,0.0,0.0,0.0,0.0605,0.0259,0.0173,0.0022,0.0,0.0,0.0,0.0,0.0367,0.4687,0.1685,0.0151,"Biological Sciences, Business & Marketing, Communication, Computer Science, Education, English, Family & Consumer Science, Health Professions, History, Liberal Arts/Humanities, Mathematics & Statistics, Parks, Recreation & Fitness, Psychology, Public Administration, Security & Law Enforcement, Social Sciences, Visual & Performing Arts","Health Professions (47%), Business & Marketing (17%), Biological Sciences (6%)"
148593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Health Professions,Health Professions (100%)
148627,0.0,0.0,0.0,0.0,0.0217,0.0,0.0549,0.0,0.0679,0.0,0.0,0.0058,0.0,0.0,0.0087,0.026,0.0,0.0795,0.0116,0.0,0.0087,0.0332,0.0014,0.0,0.0087,0.0,0.0882,0.0491,0.0029,0.0231,0.0,0.0,0.0,0.0,0.0217,0.3064,0.1705,0.0101,"Biological Sciences, Business & Marketing, Communication, Computer Science, Education, English, Foreign Languages, Health Professions, History, Liberal Arts/Humanities, Mathematics & Statistics, Multidisciplinary Studies, Parks, Recreation & Fitness, Philosophy & Religious Studies, Physical Sciences, Psychology, Public Administration, Security & Law Enforcement, Social Sciences, Visual & Performing Arts","Health Professions (31%), Business & Marketing (17%), Psychology (9%)"
148654,0.0,0.0181,0.0,0.0,0.0589,0.0,0.1903,0.0,0.0423,0.0,0.0,0.0,0.0,0.0242,0.0363,0.0181,0.0,0.0423,0.0227,0.0,0.0015,0.0287,0.0151,0.0,0.0076,0.0,0.1329,0.0363,0.0393,0.0453,0.0,0.0,0.0,0.0,0.0106,0.0076,0.1918,0.0302,"Biological Sciences, Business & Marketing, Communication, Computer Science, Education, English, Health Professions, History, Legal Studies, Liberal Arts/Humanities, Mathematics & Statistics, Multidisciplinary Studies, Natural Resources, Parks, Recreation & Fitness, Philosophy & Religious Studies, Physical Sciences, Psychology, Public Administration, Security & Law Enforcement, Social Sciences, Visual & Performing Arts","Business & Marketing (19%), Computer Science (19%), Psychology (13%)"
148672,0.006,0.0,0.0,0.0,0.0,0.0,0.0135,0.0,0.0,0.0015,0.006,0.0,0.0075,0.0,0.0,0.3589,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.036,0.0976,0.0646,0.018,0.2763,0.0811,0.0,"Agriculture, Business & Marketing, Computer Science, Engineering, Engineering Technology, Family & Consumer Science, Health Professions, Liberal Arts/Humanities, Mechanic & Repair, Multidisciplinary Studies, Precision Production, Security & Law Enforcement, Transportation, Visual & Performing Arts","Liberal Arts/Humanities (36%), Health Professions (28%), Precision Production (10%)"
148821,0.004,0.002,0.0,0.0,0.0,0.0,0.0139,0.0159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4254,0.0,0.0,0.0,0.0,0.0437,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0099,0.0338,0.1193,0.1054,0.0,0.2167,0.006,0.0,"Agriculture, Business & Marketing, Computer Science, Construction Trades, Culinary/Personal Services, Health Professions, Liberal Arts/Humanities, Mechanic & Repair, Multidisciplinary Studies, Natural Resources, Precision Production, Security & Law Enforcement, Transportation","Liberal Arts/Humanities (43%), Health Professions (22%), Precision Production (12%)"
148876,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0171,0.3143,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0971,0.0,0.1029,0.0,0.0,0.0,0.0,0.0,0.0,0.1314,0.1371,0.0,"Business & Marketing, Computer Science, Culinary/Personal Services, Education, Health Professions, Liberal Arts/Humanities, Psychology, Public Administration","Education (31%), Liberal Arts/Humanities (16%), Business & Marketing (14%)"
148885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148937,0.0,0.0185,0.0,0.0,0.0,0.0,0.0344,0.0026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3545,0.0,0.0,0.0,0.0,0.1164,0.0,0.0,0.0,0.0,0.0,0.0,0.0185,0.0,0.0,0.0,0.0476,0.0317,0.1746,0.0,0.2011,0.0,0.0,"Computer Science, Culinary/Personal Services, Health Professions, Liberal Arts/Humanities, Mechanic & Repair, Multidisciplinary Studies, Natural Resources, Precision Production, Security & Law Enforcement, Transportation","Liberal Arts/Humanities (35%), Health Professions (20%), Transportation (17%)"
148955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
148982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148991,0.0329,0.0,0.0,0.0,0.0,0.0,0.1285,0.0,0.0,0.0,0.0,0.0,0.0016,0.0,0.0,0.4267,0.0,0.0,0.0,0.0,0.0577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0939,0.0824,0.0,0.1598,0.0165,0.0,"Agriculture, Business & Marketing, Computer Science, Family & Consumer Science, Health Professions, Liberal Arts/Humanities, Multidisciplinary Studies, Precision Production, Transportation","Liberal Arts/Humanities (43%), Health Professions (16%), Computer Science (13%)"
149028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Health Professions,Health Professions (100%)
149204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Culinary/Personal Services,Culinary/Personal Services (100%)
149222,0.042,0.0218,0.0091,0.0005,0.0304,0.0,0.0294,0.0116,0.0957,0.0415,0.0805,0.0096,0.0025,0.0041,0.0116,0.0228,0.0,0.0491,0.0041,0.0,0.0091,0.0243,0.002,0.0,0.0071,0.0,0.0314,0.0192,0.0187,0.0557,0.0,0.0,0.0,0.1073,0.0339,0.119,0.1003,0.0056,"Agriculture, Architecture, Biological Sciences, Business & Marketing, Communication, Computer Science, Culinary/Personal Services, Education, Engineering, Engineering Technology, English, Ethnic/Cultural/Gender Studies, Family & Consumer Science, Foreign Languages, Health Professions, History, Legal Studies, Liberal Arts/Humanities, Mathematics & Statistics, Multidisciplinary Studies, Natural Resources, Parks, Recreation & Fitness, Philosophy & Religious Studies, Physical Sciences, Psychology, Public Administration, Security & Law Enforcement, Social Sciences, Transportation, Visual & Performing Arts","Health Professions (12%), Transportation (11%), Business & Marketing (10%)"
149231,0.0,0.0042,0.0,0.0,0.0391,0.0,0.0395,0.0,0.0525,0.0832,0.0,0.0028,0.0,0.0,0.0191,0.0093,0.0,0.0516,0.0051,0.0,0.0265,0.0321,0.0046,0.0,0.0121,0.0,0.0702,0.0372,0.0158,0.0311,0.0,0.0,0.0,0.0,0.026,0.2506,0.1734,0.0139,"Biological Sciences, Business & Marketing, Communication, Computer Science, Education, Engineering, English, Foreign Languages, Health Professions, History, Liberal Arts/Humanities, Mathematics & Statistics, Multidisciplinary Studies, Natural Resources, Parks, Recreation & Fitness, Philosophy & Religious Studies, Physical Sciences, Psychology, Public Administration, Security & Law Enforcement, Social Sciences, Visual & Performing Arts","Health Professions (25%), Business & Marketing (17%), Engineering (8%)"
149310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3125,0.5625,0.0,"Business & Marketing, Health Professions, Security & Law Enforcement","Business & Marketing (56%), Health Professions (31%), Security & Law Enforcement (12%)"
149329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Philosophy & Religious Studies,Philosophy & Religious Studies (100%)
149365,0.0,0.0,0.0,0.0,0.0,0.0,0.0082,0.002,0.0,0.0,0.002,0.002,0.0266,0.0204,0.0,0.4356,0.0,0.0,0.0,0.0,0.0491,0.0,0.0,0.0,0.0,0.0,0.0,0.0082,0.0,0.0,0.0102,0.0,0.0,0.0,0.0102,0.4192,0.0061,0.0,"Business & Marketing, Computer Science, Construction Trades, Culinary/Personal Services, Engineering Technology, Family & Consumer Science, Foreign Languages, Health Professions, Legal Studies, Liberal Arts/Humanities, Multidisciplinary Studies, Security & Law Enforcement, Visual & Performing Arts","Liberal Arts/Humanities (44%), Health Professions (42%), Multidisciplinary Studies (5%)"
149505,0.0,0.0,0.0,0.0,0.0553,0.0,0.0352,0.0,0.1859,0.0,0.0,0.0151,0.0,0.0,0.0201,0.0,0.0,0.0352,0.0151,0.0,0.0,0.0553,0.0201,0.0251,0.0,0.0,0.0955,0.0302,0.0603,0.0,0.0,0.0,0.0,0.0,0.0402,0.1206,0.1809,0.0101,"Biological Sciences, Business & Marketing, Communication, Computer Science, Education, English, Foreign Languages, Health Professions, History, Mathematics & Statistics, Parks, Recreation & Fitness, Philosophy & Religious Studies, Psychology, Public Administration, Security & Law Enforcement, Theology, Visual & Performing Arts","Education (19%), Business & Marketing (18%), Health Professions (12%)"
149514,0.0,0.0,0.0,0.0,0.0396,0.0,0.0198,0.0,0.0693,0.0,0.0,0.0,0.0,0.0,0.0396,0.0594,0.0,0.0,0.0198,0.0,0.0,0.1683,0.0,0.1188,0.0099,0.0,0.0396,0.0495,0.0,0.0198,0.0,0.0,0.0,0.0,0.099,0.0297,0.2178,0.0,"Business & Marketing, Communication, Computer Science, Education, English, Health Professions, Liberal Arts/Humanities, Mathematics & Statistics, Parks, Recreation & Fitness, Physical Sciences, Psychology, Security & Law Enforcement, Social Sciences, Theology, Visual & Performing Arts","Business & Marketing (22%), Parks, Recreation & Fitness (17%), Theology (12%)"
149532,0.0045,0.0,0.0,0.0,0.0,0.0,0.0102,0.0038,0.0,0.0,0.0409,0.0,0.0026,0.0,0.0,0.3035,0.0,0.0,0.0,0.0,0.1061,0.0019,0.0,0.0,0.0,0.0032,0.0,0.1482,0.0,0.0,0.0447,0.0268,0.0217,0.0,0.0058,0.2409,0.0351,0.0,"Agriculture, Business & Marketing, Computer Science, Construction Trades, Culinary/Personal Services, Engineering Technology, Family & Consumer Science, Health Professions, Liberal Arts/Humanities, Mechanic & Repair, Multidisciplinary Studies, Parks, Recreation & Fitness, Precision Production, Science Technology, Security & Law Enforcement, Visual & Performing Arts","Liberal Arts/Humanities (30%), Health Professions (24%), Security & Law Enforcement (15%)"
149550,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0632,0.0,0.0,"Culinary/Personal Services, Health Professions","Culinary/Personal Services (94%), Health Professions (6%)"
149639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Education,Education (100%)
149727,0.0,0.0,0.0,0.0,0.0,0.0013,0.0162,0.0,0.0,0.0045,0.0155,0.0019,0.0207,0.0026,0.0,0.3245,0.0,0.0,0.0,0.0,0.1855,0.0,0.0,0.0,0.0,0.0,0.0,0.0368,0.0026,0.0,0.0,0.1118,0.0291,0.0,0.0006,0.2094,0.0368,0.0,"Business & Marketing, Communications Technology, Computer Science, Engineering, Engineering Technology, Family & Consumer Science, Foreign Languages, Health Professions, Legal Studies, Liberal Arts/Humanities, Mechanic & Repair, Multidisciplinary Studies, Precision Production, Public Administration, Security & Law Enforcement, Visual & Performing Arts","Liberal Arts/Humanities (32%), Health Professions (21%), Multidisciplinary Studies (19%)"
149772,0.0715,0.0,0.0,0.0,0.0489,0.0009,0.0244,0.0,0.0516,0.019,0.0172,0.0063,0.0027,0.0,0.0172,0.1086,0.0,0.038,0.0027,0.0,0.0,0.0434,0.0,0.0,0.0145,0.0,0.0498,0.1937,0.0281,0.0371,0.0,0.0,0.0,0.0,0.0425,0.0507,0.1276,0.0036,"Agriculture, Biological Sciences, Business & Marketing, Communication, Communications Technology, Computer Science, Education, Engineering, Engineering Technology, English, Family & Consumer Science, Foreign Languages, Health Professions, History, Liberal Arts/Humanities, Mathematics & Statistics, Parks, Recreation & Fitness, Physical Sciences, Psychology, Public Administration, Security & Law Enforcement, Social Sciences, Visual & Performing Arts","Security & Law Enforcement (19%), Business & Marketing (13%), Liberal Arts/Humanities (11%)"
149781,0.0,0.007,0.0,0.0,0.0528,0.0,0.0282,0.0,0.0387,0.0123,0.0,0.0211,0.0,0.0,0.0599,0.0,0.0,0.1004,0.0458,0.0,0.0158,0.0,0.0176,0.0792,0.0352,0.0,0.0968,0.0,0.0,0.1602,0.0,0.0,0.0,0.0,0.0651,0.0158,0.1232,0.0246,"Biological Sciences, Business & Marketing, Communication, Computer Science, Education, Engineering, English, Foreign Languages, Health Professions, History, Mathematics & Statistics, Multidisciplinary Studies, Natural Resources, Philosophy & Religious Studies, Physical Sciences, Psychology, Social Sciences, Theology, Visual & Performing Arts","Social Sciences (16%), Business & Marketing (12%), Biological Sciences (10%)"
